,infection_site,description,OriginalReadCode,CleansedReadCode,MedCodeId,SnomedCTConceptId,SnomedCTDescriptionId,Term
395,Hepatobiliary,Chronic active hepatitis,J6141,J614100,303401012.0,197284004.0,303401012.0,Chronic active hepatitis
396,pneumonia,Acute pneumococcal bronchitis,H0606,H060600,301105018.0,195719000.0,301105018.0,Acute pneumococcal bronchitis
397,Viral URTI,Pyrexial cold,H00-5,H00..15,195731000006118.0,82272006.0,504996015.0,Pyrexial cold
398,Cardiovascular,Coxsackie pericarditis,A7421,A742100,46541012.0,27806003.0,46541012.0,Coxsackie pericarditis
399,Genital,Chlamydial infection,A78A,A78A.00,169750018.0,105629000.0,169750018.0,Chlamydial infection
400,other,Human immunodeficiency virus infection,A788-1,A788.11,143288017.0,86406008.0,143288017.0,Human immunodeficiency virus infection
401,Cellulitis,[X]Cellulitis of thumb,M080-3,M080.13,370621000006115.0,19240003.0,32438017.0,[X]Cellulitis of thumb
402,other,"Cytomegaloviral disease, unspecified",A785X,A785X00,607291000006115.0,28944009.0,48459015.0,"Cytomegaloviral disease, unspecified"
403,Viral URTI,Acute viral tonsillitis,H036,H036.00,301046014.0,195676005.0,301046014.0,Acute viral tonsillitis
404,Gastrointestinal,Salmonellosis,A020-1,A020.11,443815016.0,302231008.0,443815016.0,Salmonellosis
405,UTI,Recurrent urinary tract infections,1AG,1AG..00,183161000006111.0,197927001.0,304319014.0,Recurrent urinary tract infections
406,pneumonia,Chest infection - viral pneumonia,H20-1,H20..11,546491000006118.0,75570004.0,125510013.0,Chest infection - viral pneumonia
407,Gastrointestinal,Shigellosis,A03,A03..00,60387019.0,36188001.0,60387019.0,Shigellosis
408,Viral URTI,Herpangina,A740,A740.00,286906018.0,186659004.0,286906018.0,Herpangina
409,pneumonia,Lobar pneumonia due to unspecified organism,H260,H260.00,301409015.0,278516003.0,415454018.0,Lobar pneumonia due to unspecified organism
410,Cellulitis,Cellulitis of arm,M088,M088.00,423153016.0,449671007.0,2912546011.0,Cellulitis of arm
411,other,Unspecified viral haemorrhagic fever,A78X,A78X.00,72501000006114.0,240523007.0,360282012.0,Unspecified viral haemorrhagic fever
412,bacterial URTI,Chronic myringitis without mention of otitis media,F541,F541.00,148750016.0,89723004.0,148752012.0,Chronic myringitis without mention of otitis media
413,Genital,Acute endometritis,K4100,K410000,112369011.0,67667007.0,112369011.0,Acute endometritis
414,Puerperal,Puerperal endometritis,L400,L400.00,37601018.0,22399000.0,37601018.0,Puerperal endometritis
415,pneumonia,Tuberculous pneumonia,A116,A116.00,132731014.0,80003002.0,132731014.0,Tuberculous pneumonia
416,bacterial URTI,Recurrent acute otitis media,F525,F525.00,299070012.0,194287004.0,299070012.0,Recurrent acute otitis media
417,Viral URTI,Chronic pharyngitis and nasopharyngitis,H12,H12..00,556121000006114.0,47841006.0,79723013.0,Chronic pharyngitis and nasopharyngitis
418,pneumonia,Pneumonia and influenza,H2,H2...00,301357010.0,195878008.0,301357010.0,Pneumonia and influenza
419,bacterial URTI,Acute laryngotracheitis,H042,H042.00,107009017.0,64375000.0,107009017.0,Acute laryngotracheitis
420,Viral URTI,Tracheopharyngitis,H053,H053.00,301086018.0,195707008.0,301086018.0,Tracheopharyngitis
421,bacterial URTI,Acute bacterial tonsillitis,H035,H035.00,301041016.0,195671000.0,301041016.0,Acute bacterial tonsillitis
422,other,Parvovirus infection,A796,A796.00,287061019.0,186748004.0,287061019.0,Parvovirus infection
423,Bone,Acute haematogenous osteomyelitis,N300Z,N300Z00,311815017.0,203179003.0,311815017.0,Acute haematogenous osteomyelitis
424,Genital,Female gonococcal pelvic inflammatory disease,K44,K44..00,304781017.0,198242009.0,304781017.0,Female gonococcal pelvic inflammatory disease
425,UTI,Acute gonococcal cystitis,A9811,A981100,41678019.0,24868007.0,41678019.0,Acute gonococcal cystitis
426,pneumonia,O/E - consolidation,23E2-1,23E2.11,253996010.0,162971001.0,253996010.0,O/E - consolidation
427,Cellulitis,Cellulitis and abscess of leg,M036-1,M036.11,399901014.0,449702005.0,2912778018.0,Cellulitis and abscess of leg
428,Cellulitis,Staphylococcal scalded skin syndrome,M15y0-2,M15y012,308711016.0,200946001.0,308711016.0,Staphylococcal scalded skin syndrome
429,Hepatobiliary,Cholangitis,J661,J661.00,136680010.0,82403002.0,136680010.0,Cholangitis
430,Diverticulitis,Diverticulitis NOS,J511z,J511z00,303146018.0,307496006.0,450775010.0,Diverticulitis NOS
431,Diverticulitis,Diverticulitis of the colon,J5115,J511500,626651000006119.0,111359004.0,178595017.0,Diverticulitis of the colon
432,Cellulitis,Cellulitis and abscess of nose,M0301-1,M030111,541051000006114.0,267778006.0,399897015.0,Cellulitis and abscess of nose
433,UTI,Recurrent urinary tract infection,K1903,K190300,304319014.0,197927001.0,304319014.0,Recurrent urinary tract infection
434,other,[D]Septic shock,R0555,R055500,317357011.0,76571007.0,127157017.0,[D]Septic shock
435,bacterial URTI,Acute epiglottitis (non strep),H043,H043.00,456591000006112.0,266337001.0,396088019.0,Acute epiglottitis (non strep)
436,other,Other viral and chlamydial diseases,A7,A7...00,286857015.0,543791000000108.0,1212571000000112.0,Other viral and chlamydial diseases
437,Viral URTI,Acute catarrhal laryngitis,H0402,H040200,301054011.0,195682008.0,301054011.0,Acute catarrhal laryngitis
438,bacterial URTI,Acute suppurative otitis media tympanic membrane intact,F5200,F520000,460541000006114.0,14948001.0,1221147016.0,Acute suppurative otitis media tympanic membrane intact
439,Genital,Subacute endometritis,K4105,K410500,304709018.0,198182008.0,304709018.0,Subacute endometritis
440,other,Escherichia coli septicaemia,A3842,A384200,510257017.0,447899008.0,2900064010.0,Escherichia coli septicaemia
441,Gastrointestinal,Shigella flexneri (group B),A031,A031.00,286088017.0,85729005.0,142105015.0,Shigella flexneri (group B)
442,Gastrointestinal,Helicobacter gastritis,J1544,J154400,222841000000112.0,89538001.0,148452011.0,Helicobacter gastritis
443,Cellulitis,Cellulitis and abscess of ankle,M0364,M036400,308353018.0,200682008.0,308353018.0,Cellulitis and abscess of ankle
444,other,"Septicaemia due to streptococcus, group B",A3801,A380100,286484010.0,448419003.0,2900357019.0,"Septicaemia due to streptococcus, group B"
445,pneumonia,Aspiration pneumonitis,H47-1,H47..11,242382011.0,155597006.0,242382011.0,Aspiration pneumonitis
446,other,Human papilloma virus infection,A79B,A79B.00,360298017.0,240532009.0,360298017.0,Human papilloma virus infection
447,pneumonia,Acute purulent bronchitis,H0603,H060300,301103013.0,195717003.0,301103013.0,Acute purulent bronchitis
448,pneumonia,Acute tracheobronchitis,H0605,H060500,58909014.0,35301006.0,58909014.0,Acute tracheobronchitis
449,other,Adenovirus,A790,A790.00,461251000006118.0,25225006.0,42292019.0,Adenovirus
450,pneumonia,Abscess of lung NOS,H530z,H530z00,301687011.0,73452002.0,121974010.0,Abscess of lung NOS
451,bacterial URTI,Acute mastoiditis NOS,F530z,F530z00,299088016.0,386034005.0,1480221019.0,Acute mastoiditis NOS
452,other,Toxic shock syndrome,A3Ay1,A3Ay100,31220015.0,18504008.0,31220015.0,Toxic shock syndrome
453,bacterial URTI,Mastoiditis and related conditions,F53,F53..00,299078017.0,55996006.0,93133010.0,Mastoiditis and related conditions
454,bacterial URTI,Throat infection - tonsillitis,H03-1,H03..11,100111000006119.0,17741008.0,29982014.0,Throat infection - tonsillitis
455,Puerperal,Sepsis - puerperal,L40-1,L40..11,148801000006117.0,2858002.0,5835013.0,Sepsis - puerperal
456,Muscle,Necrotising fasciitis,A3A6,A3A6.00,496327019.0,52486002.0,496327019.0,Necrotising fasciitis
457,Neuro,Meningitis - meningococcal,F005,F005.00,710941000006112.0,192644005.0,296779018.0,Meningitis - meningococcal
458,Genital,Ovarian abscess,K4021,K402100,1233709015.0,7415003.0,1233709015.0,Ovarian abscess
459,other,Herpetic gingivostomatitis,A542,A542.00,96292016.0,57920007.0,96292016.0,Herpetic gingivostomatitis
460,pneumonia,Other specified pneumonia or influenza,H2y,H2y..00,301430012.0,195878008.0,301357010.0,Other specified pneumonia or influenza
461,Cardiovascular,Systemic lupus erythematosus with pericarditis,N0004,N000400,453243010.0,309762007.0,453243010.0,Systemic lupus erythematosus with pericarditis
462,Neuro,Meningitis - viral NOS,F011z,F011z00,399389016.0,58170007.0,96672018.0,Meningitis - viral NOS
463,other,Enteritis due to rotavirus,A0762,A076200,286172019.0,186150001.0,286172019.0,Enteritis due to rotavirus
464,Viral URTI,Chronic laryngitis and laryngotracheitis,H16,H16..00,301241012.0,195810009.0,301241012.0,Chronic laryngitis and laryngotracheitis
465,other,Herpetic vulvovaginitis,A5411,A541100,45851012.0,27420004.0,45851012.0,Herpetic vulvovaginitis
466,Neuro,Tuberculous meningitis,A130,A130.00,97107015.0,58437007.0,97107015.0,Tuberculous meningitis
467,Neuro,Meningitis - tuberculous,F004,F004.00,710951000006114.0,58437007.0,97107015.0,Meningitis - tuberculous
468,Neuro,Cerebral abscess,F0400-1,F040011,100367013.0,60404007.0,100367013.0,Cerebral abscess
469,bacterial URTI,Acute erythematous tonsillitis,H030,H030.00,301035011.0,195666007.0,301035011.0,Acute erythematous tonsillitis
470,UTI,Chronic gonococcal urethritis,A9821,A982100,74070015.0,44412000.0,74070015.0,Chronic gonococcal urethritis
471,pneumonia,Pneumonia - Legionella,H22y2,H22y200,219771000006116.0,195889001.0,301372014.0,Pneumonia - Legionella
472,other,Escherichia coli infection,A3B4,A3B4.00,501778016.0,71057007.0,501778016.0,Escherichia coli infection
473,Cellulitis,Cellulitis and abscess NOS,M03zz,M03zz00,308367010.0,70759006.0,117539013.0,Cellulitis and abscess NOS
474,other,Dengue haemorrhagic fever,A654-2,A654.12,612921000006114.0,20927009.0,480874010.0,Dengue haemorrhagic fever
475,bacterial URTI,Parapharyngeal abscess,H1y22,H1y2200,140751018.0,84889008.0,140751018.0,Parapharyngeal abscess
476,other,Lymphogranuloma venereum,A991,A991.00,287384018.0,186946009.0,287384018.0,Lymphogranuloma venereum
477,Bone,Tuberculosis of bones and joints,N306,N306.00,311925011.0,38279006.0,64066010.0,Tuberculosis of other bones
478,Diverticulitis,Diverticulitis of the duodenum,J5110,J511000,485644015.0,33838003.0,485644015.0,Diverticulitis of the duodenum
479,other,Pseudomonas septicaemia,A3843,A384300,1217028013.0,448813005.0,2899974019.0,Pseudomonas septicaemia
480,pneumonia,Pneumonia due to streptococcus,H223,H223.00,56816017.0,34020007.0,56817014.0,Pneumonia due to Streptococcus
481,Genital,Tuberculous endometritis,A1671,A167100,59375015.0,35585004.0,59375015.0,Tuberculous endometritis
482,bacterial URTI,Acute tracheitis without obstruction,H0410,H041000,106996011.0,64369009.0,106996011.0,Acute tracheitis without obstruction
483,UTI,Cystitis NOS,K15z,K15z.00,304209017.0,38822007.0,65119018.0,Cystitis NOS
484,other,Slapped cheek syndrome,A570-2,A570.12,485932016.0,34730008.0,485932016.0,Slapped cheek syndrome
485,Neuro,Meningitis due to enterovirus,A42,A42..00,1225816018.0,28192008.0,1225816018.0,Meningitis due to enterovirus
486,UTI,Post operative urinary tract infection,K1902,K190200,216611000006114.0,197926005.0,304318018.0,Post operative urinary tract infection
487,Viral URTI,Respiratory syncytial virus infection,A79A,A79A.00,92677014.0,55735004.0,92677014.0,Respiratory syncytial virus infection
488,other,Septicaemia due to enterococcus,A3804,A380400,454282018.0,310669007.0,454282018.0,Septicaemia due to enterococcus
489,Viral URTI,Chronic nasopharyngitis,H122,H122.00,79723013.0,47841006.0,79723013.0,Chronic nasopharyngitis
490,other,Erythema chronicum migrans,AA41,AA41.00,648201000006115.0,69588003.0,1233178016.0,Erythema chronicum migrans
491,other,Tetanus,A37,A37..00,127672017.0,76902006.0,127672017.0,Tetanus
492,pneumonia,Influenza with bronchopneumonia,H2700,H270000,1229740013.0,41269000.0,1229740013.0,Influenza with bronchopneumonia
493,other,Malarial parasites,42YA,42YA.00,1485472010.0,1001511000000102.0,2555891000000118.0,Malarial parasites
494,UTI,UTI - urinary tract infection in pregnancy,L166z-1,L166z11,450823012.0,307534009.0,450823012.0,UTI - urinary tract infection in pregnancy
495,Viral URTI,Chronic rhinitis NOS,H120z,H120z00,301187012.0,86094006.0,142764012.0,Chronic rhinitis NOS
496,bacterial URTI,Pharynx or nasopharynx abscess,H1y26,H1y2600,301300017.0,195836002.0,301300017.0,Pharynx or nasopharynx abscess
497,Pyelonephritis,Pyonephrosis unspecified,K10y2,K10y200,304086017.0,48631008.0,81033017.0,Pyonephrosis unspecified
498,other,Herpes zoster with ophthalmic complication,A532,A532.00,286714015.0,186524006.0,286714015.0,Herpes zoster with ophthalmic complication
499,other,Foot and mouth disease,A784,A784.00,505825017.0,266108008.0,395360012.0,Foot and mouth disease
500,Bone,"Osteomyelitis, unspecified",N3020,N302000,311855015.0,60168000.0,99949018.0,Unspecified osteomyelitis of unspecified site
501,Viral URTI,Influenza with gastrointestinal tract involvement,H27y1,H27y100,301423018.0,195929004.0,301423018.0,Influenza with gastrointestinal tract involvement
502,other,Multiple resistent staphylococcus aureus,A3B11-1,A3B1111,695141000006111.0,282028001.0,420206011.0,Multiple resistent staphylococcus aureus
503,Genital,Salpingo-oophoritis unspecified,K4025,K402500,304667014.0,46536000.0,77563016.0,Salpingo-oophoritis unspecified
504,Pyelonephritis,Acute pyelitis,K1012,K101200,54753017.0,32801008.0,54753017.0,Acute pyelitis
505,Cardiovascular,Acute rheumatic fever NOS,G0z,G0z..00,299578013.0,26424001.0,44256019.0,Acute rheumatic fever NOS
506,other,Rubella deafness,A5602,A560200,286780017.0,186570004.0,286780017.0,Rubella deafness
507,pneumonia,Tuberculous hydrothorax,A1202,A120200,40681016.0,24235005.0,40681016.0,Tuberculous hydrothorax
508,Viral URTI,Chronic pharyngitis NOS,H121z,H121z00,301199017.0,140004.0,1284016.0,Chronic pharyngitis NOS
509,Gastrointestinal,Helicobacter gastritis,A0743-3,A074313,819571000006118.0,89538001.0,148452011.0,Helicobacter gastritis
510,Cellulitis,Cellulitis and abscess of umbilicus,M0324,M032400,308321010.0,200660001.0,308321010.0,Cellulitis and abscess of umbilicus
511,Gastrointestinal,Cholera,A00,A00..00,105789012.0,63650001.0,105789012.0,Cholera
512,Cellulitis,Other specified cellulitis and abscess,M03y,M03y.00,308363014.0,70759006.0,117539013.0,Other specified cellulitis and abscess
513,Bone,"Pyogenic arthritis, unspecified",N010y,N010y00,309463019.0,372939007.0,1211457012.0,Pyogenic arthritis of other specified sites
514,pneumonia,Viral pneumonia NOS,H20z,H20z.00,301364012.0,75570004.0,125510013.0,Viral pneumonia NOS
515,bacterial URTI,Chronic mastoiditis NOS,F531z,F531z00,299090015.0,80645004.0,133785015.0,Chronic mastoiditis NOS
516,Peritonitis,Male pelvic abscess,J552B,J552B00,303259019.0,197180003.0,303259019.0,Male pelvic abscess
517,UTI,Acute cystitis,K150,K150.00,113331011.0,68226007.0,113331011.0,Acute cystitis
518,Cardiovascular,Rheumatic endocarditis NOS,G14z,G14z.00,395750017.0,48872007.0,81438018.0,Rheumatic endocarditis NOS
519,other,Other viral exanthemata,A57,A57..00,286786011.0,49882001.0,83087015.0,Other viral exanthemata
520,other,Tuberculosis NOS,A1z,A1z..00,286338018.0,56717001.0,94320019.0,Tuberculosis NOS
521,Genital,Pyometra unspecified,K41z4,K41z400,304723016.0,88981003.0,147534012.0,Pyometra unspecified
522,other,Streptococcal septicaemia,A380,A380.00,484332018.0,448418006.0,2900355010.0,Streptococcal septicaemia
523,Viral URTI,Chronic laryngitis,H160,H160.00,50120012.0,29951006.0,50120012.0,Chronic laryngitis
524,other,Unspecified taeniasis,AC33,AC33.00,287789013.0,76172008.0,126503012.0,Unspecified taeniasis
525,other,Viral diarrhoea,A076-1,A076.11,365357012.0,111843007.0,365357012.0,Viral diarrhoea
526,pneumonia,Legionella,A3A4,A3A4.00,13423018.0,26726000.0,44737013.0,Legionella
527,Cellulitis,Cellulitis and abscess of submandibular region,M0303,M030300,308308015.0,200649005.0,308308015.0,Cellulitis and abscess of submandibular region
528,Pyelonephritis,Renal abscess,K1020,K102000,6605011.0,3321001.0,6605011.0,Renal abscess
529,other,Enteritis due to specified virus NOS,A076z,A076z00,286173012.0,266079003.0,395321010.0,Enteritis due to specified virus NOS
530,UTI,Genitourinary tract infection in pregnancy - not delivered,L1663,L166300,305974012.0,199108000.0,305974012.0,Genitourinary tract infection in pregnancy - not delivered
531,Neuro,Intraspinal abscess,F041,F041.00,3482014.0,1427008.0,3482014.0,Intraspinal abscess
532,Cellulitis,Cellulitis and abscess of forehead,M0304,M030400,308309011.0,200650005.0,308309011.0,Cellulitis and abscess of forehead
533,Hepatobiliary,Chronic hepatitis NOS,J614z,J614z00,303410016.0,76783007.0,127487019.0,Chronic hepatitis NOS
534,Puerperal,Major puerperal infection NOS,L40z,L40z.00,730421000006119.0,2858002.0,5833018.0,Major puerperal infection NOS
535,Puerperal,Obstetric breast abscess with postnatal complication,L4514,L451400,307951012.0,200377005.0,307951012.0,Obstetric breast abscess with postnatal complication
536,Cellulitis,Cellulitis and abscess of chin,M0302,M030200,308307013.0,200648002.0,308307013.0,Cellulitis and abscess of chin
537,Viral URTI,Chronic hypertrophic rhinitis,H1202,H120200,301181013.0,195768000.0,301181013.0,Chronic hypertrophic rhinitis
538,bacterial URTI,Purulent otitis media NOS,F524,F524.00,299068015.0,39288006.0,65880011.0,Purulent otitis media NOS
539,other,Buruli ulcer,A311-1,A311.11,26848015.0,15845006.0,26848015.0,Buruli ulcer
540,other,Schistosoma haematobium,AC00,AC00.00,6558010.0,3294004.0,6558010.0,Schistosoma haematobium
541,other,Anthrax,A22,A22..00,2471280015.0,409498004.0,2471280015.0,Anthrax
542,Genital,Acute pelvic inflammatory disease,K406-1,K406.11,459231000006118.0,237037006.0,355291010.0,Acute pelvic inflammatory disease
543,Viral URTI,Other upper respiratory infections of multiple sites,H05y,H05y.00,301090016.0,54150009.0,89996011.0,Other upper respiratory infections of multiple sites
544,UTI,Genitourinary tract infection in pregnancy NOS,L166z,L166z00,398349016.0,267204006.0,2470152015.0,Genitourinary tract infection in pregnancy NOS
545,Cellulitis,Cellulitis and abscess of heel,M0371,M037100,308359019.0,200686006.0,308359019.0,Cellulitis and abscess of heel
546,Hepatobiliary,Recurrent cholangitis,J6612,J661200,17750014.0,10184002.0,17750014.0,Recurrent cholangitis
547,Genital,Parametritis and pelvic cellulitis unspecified,K405,K405.00,304684015.0,280486004.0,418100014.0,Parametritis and pelvic cellulitis unspecified
548,pneumonia,Tuberculous bronchiectasis,A115,A115.00,38677017.0,23022004.0,38677017.0,Tuberculous bronchiectasis
549,Puerperal,Obstetric nonpurulent mastitis unspecified,L4520,L452000,269271000006113.0,271372000.0,406118014.0,Obstetric nonpurulent mastitis unspecified
550,Bone,"Osteomyelitis, unspecified",N302N,N302N00,311877016.0,203229009.0,311877016.0,Infection of phalanx of finger or thumb
551,Puerperal,Other obstetric breast infections,L45y,L45y.00,307964013.0,200364001.0,307933011.0,Other obstetric breast infections
552,bacterial URTI,Acute ethmoidal sinusitis,H012,H012.00,112674013.0,67832005.0,112674013.0,Acute ethmoidal sinusitis
553,Hepatobiliary,Acute cholecystitis NOS,J650z,J650z00,303580014.0,65275009.0,108454010.0,Acute cholecystitis NOS
554,bacterial URTI,Bordetella parapertussis,A331,A331.00,43868014.0,27836007.0,46586010.0,Bordetella parapertussis
555,Viral URTI,Influenza with laryngitis,H2710,H271000,301416019.0,195923003.0,301416019.0,Influenza with laryngitis
556,Peritonitis,Other suppurative peritonitis NOS,J552z,J552z00,303265019.0,235983003.0,353740010.0,Other suppurative peritonitis NOS
557,other,Yaws gummata and ulcers,AA24,AA24.00,287444011.0,186968004.0,287444011.0,Yaws gummata and ulcers
558,other,Actinomycotic infections,A39,A39..00,455081000006110.0,11817007.0,20392016.0,Actinomycotic infections
559,pneumonia,Influenza with pneumonia,H270,H270.00,778871000006116.0,195878008.0,301357010.0,Influenza with pneumonia
560,other,Bacterial infection NOS,A3Bz,A3Bz.00,286627014.0,87628006.0,145296012.0,Bacterial infection NOS
561,pneumonia,Thorax abscess NOS,H5011,H501100,301633017.0,128477000.0,474437019.0,Thorax abscess NOS
562,other,Viral vomiting,A076-2,A076.12,365356015.0,111843007.0,365356015.0,Viral vomiting
563,other,Genital herpes unspecified,A5410,A541000,406258019.0,33839006.0,56485016.0,Genital herpes unspecified
564,Bone,Other acute osteomyelitis,N3008,N300800,311790018.0,409780002.0,2471514017.0,Acute osteomyelitis of other specified site
565,bacterial URTI,Acute bacterial tonsillitis NOS,H035z,H035z00,301044012.0,195671000.0,301041016.0,Acute bacterial tonsillitis NOS
566,bacterial URTI,Acute sanguinous otitis media,F5103,F510300,128622017.0,77478005.0,503588013.0,Acute sanguinous otitis media
567,Neuro,Aseptic meningitis,A42z-1,A42z.11,443231016.0,301770000.0,443231016.0,Aseptic meningitis
568,UTI,Genitourinary tract infection in pregnancy - delivered,L1661,L166100,305972011.0,199106001.0,305972011.0,Genitourinary tract infection in pregnancy - delivered
569,Cellulitis,Cellulitis and abscess of temple region,M0305,M030500,308310018.0,200651009.0,308310018.0,Cellulitis and abscess of temple region
570,Peritonitis,Acute appendicitis with appendix abscess,J201,J201.00,396348018.0,266439004.0,396348018.0,Acute appendicitis with appendix abscess
571,Bone,Other acute osteomyelitis,N3006,N300600,311785016.0,203153007.0,311785016.0,Acute osteomyelitis of the lower leg
572,Bone,Inflammatory conditions of jaws,J0645,J064500,64096017.0,38297003.0,64096017.0,Chronic osteomyelitis of jaw
573,bacterial URTI,Vincent's laryngitis,AA1z-1,AA1z.11,348220011.0,232427004.0,348220011.0,Vincent's laryngitis
574,other,Other viral exanthemata NOS,A57z,A57z.00,395352011.0,49882001.0,83086012.0,Other viral exanthemata NOS
575,Genital,Chronic gonococcal salpingitis,A9837,A983700,89006018.0,53529004.0,89006018.0,Chronic gonococcal salpingitis
576,Genital,PID,K40z-1,K40z.11,304642011.0,198130006.0,304641016.0,PID
577,other,Staphylococcal septicaemia,A381,A381.00,365023014.0,447894003.0,2900059011.0,Staphylococcal septicaemia
578,Viral URTI,Acute laryngitis and tracheitis NOS,H04z,H04z.00,301082016.0,276443001.0,1489963015.0,Acute laryngitis and tracheitis NOS
579,Viral URTI,Chronic infective rhinitis,H1204,H120400,301183011.0,195770009.0,301183011.0,Chronic infective rhinitis
580,other,Colitis - giardial,A061-1,A061.11,572031000006114.0,10679007.0,306996014.0,Colitis - giardial
581,other,Acute paralytic non-bulbar poliomyelitis,A401,A401.00,286639018.0,186476008.0,286639018.0,Acute paralytic non-bulbar poliomyelitis
582,Cellulitis,Cellulitis and abscess of breast,M0321,M032100,308318013.0,200657008.0,308318013.0,Cellulitis and abscess of breast
583,bacterial URTI,Streptococcal sore throat with scarlatina NOS,A34z,A34z.00,286458016.0,186357007.0,286453013.0,Streptococcal sore throat with scarlatina NOS
584,other,Madura foot - actinomycosis,A394,A394.00,719111000006116.0,186397005.0,286527019.0,Madura foot - actinomycosis
585,bacterial URTI,Trench mouth,AA1-1,AA1..11,1786648011.0,399050001.0,1786648011.0,Trench mouth
586,Bone,"Osteomyelitis, unspecified",N302X,N302X00,311886014.0,203238006.0,311886014.0,Infection of metatarsal
587,bacterial URTI,Streptococcal sore throat NOS,A340z,A340z00,286457014.0,43878008.0,73157016.0,Streptococcal sore throat NOS
588,other,Primary tuberculous complex,A100,A100.00,146495016.0,88356006.0,146495016.0,Primary tuberculous complex
589,other,Arthropathy associated with other viral diseases,N015,N015.00,309522010.0,239780003.0,359269012.0,Arthropathy associated with other viral diseases
590,Puerperal,Obstetric breast infection NOS with postnatal complication,L45z4,L45z400,307976013.0,200364001.0,307933011.0,Obstetric breast infection NOS with postnatal complication
591,pneumonia,Chest infection - unspecified bronchopneumonia,H25-1,H25..11,546481000006116.0,396285007.0,1776258010.0,Chest infection - unspecified bronchopneumonia
592,Cellulitis,Cellulitis of penis,K2723,K272300,25168017.0,14812002.0,25168017.0,Cellulitis of penis
593,bacterial URTI,Acute tracheitis NOS,H041z,H041z00,301068016.0,26650005.0,44623012.0,Acute tracheitis NOS
594,Gastrointestinal,Paratyphoid fever A,A011,A011.00,243871000006119.0,76623002.0,1234010014.0,Paratyphoid fever A
595,Genital,Mumps orchitis,A720,A720.00,130398014.0,78580004.0,130398014.0,Mumps orchitis
596,pneumonia,Tuberculosis of lung with cavitation,A112,A112.00,286219012.0,186177005.0,286219012.0,Tuberculosis of lung with cavitation
597,other,ECHO virus,A791,A791.00,635741000006117.0,271532008.0,406342015.0,ECHO virus
598,other,Tuberculosis - lupus vulgaris,A1701,A170100,89011000006116.0,10528009.0,18298019.0,Tuberculosis - lupus vulgaris
599,Viral URTI,Influenza NOS,H27z,H27z.00,396106019.0,6142004.0,11203012.0,Influenza NOS
600,other,Proteus infection,A3B6,A3B6.00,286589019.0,186437007.0,286589019.0,Proteus infection
601,pneumonia,Ornithosis - psittacosis,A73,A73..00,41431000006111.0,75116005.0,124763014.0,Ornithosis - psittacosis
602,other,Miliary tuberculosis,A18,A18..00,79348014.0,47604008.0,79348014.0,Miliary tuberculosis
603,Puerperal,Purulent mastitis - obstetric,L451-1,L451.11,194931000006115.0,274131006.0,409895014.0,Purulent mastitis - obstetric
604,other,Specific viral infections,A79,A79..00,287050010.0,186741005.0,287050010.0,Specific viral infections
605,other,Tropical eosinophilia,H5831,H583100,2579261014.0,278484009.0,2579261014.0,Tropical eosinophilia
606,Viral URTI,Chronic atrophic rhinitis,H1203,H120300,301182018.0,195769008.0,301182018.0,Chronic atrophic rhinitis
607,other,Other disease conjunctiva due to viruses and chlamydiae NEC,A77,A77..00,32831000006117.0,186673008.0,286929014.0,Other disease conjunctiva due to viruses and chlamydiae NEC
608,other,Herpetic ulceration of vulva,A5412,A541200,99366010.0,59819007.0,99366010.0,Herpetic ulceration of vulva
609,Bone,"Osteomyelitis, unspecified",N302Y,N302Y00,311887017.0,203239003.0,311887017.0,Infection of phalanx of toe
610,Cellulitis,Other cellulitis and abscess,M03,M03..00,399894010.0,70759006.0,117539013.0,Other cellulitis and abscess
611,other,TB - tuberculosis notification,65V9-1,65V9.11,264413015.0,170525009.0,264413015.0,TB - tuberculosis notification
612,Cellulitis,Cellulitis of skin area excluding digits of hand or foot,M03-3,M03..13,357316015.0,238395006.0,357316015.0,Cellulitis of skin area excluding digits of hand or foot
613,Gastrointestinal,Gastrointestinal tract infection specified organism NOS,A07z,A07z.00,799701000006116.0,128398001.0,206697016.0,Gastrointestinal tract infection specified organism NOS
614,Genital,Chlamydia cervicitis,K4209,K420900,550681000006117.0,237084006.0,355365012.0,Chlamydia cervicitis
615,Bone,Arthritis due to rubella,A56x0,A56x000,1222298017.0,19431000.0,1222298017.0,Arthritis due to rubella
616,Peritonitis,Abscess of appendix,J201-1,J201.11,103411019.0,62224002.0,103411019.0,Abscess of appendix
617,bacterial URTI,Streptococcal laryngitis,A3401,A340100,141055011.0,85083002.0,141055011.0,Streptococcal laryngitis
618,pneumonia,Tuberculous fibrosis of lung,A114,A114.00,149374011.0,90117007.0,149374011.0,Tuberculous fibrosis of lung
619,Cardiovascular,Meningococcal pericarditis,A3641,A364100,110818011.0,66704002.0,110818011.0,Meningococcal pericarditis
620,other,Helminthiases,AC,AC...00,819761000006117.0,27601005.0,46188015.0,Helminthiases
621,UTI,Candidal urethritis,K172,K172.00,304276013.0,197903003.0,304276013.0,Candidal urethritis
622,other,Oth streptococcus/cause/diseases classified/oth chapters,A3BX5,A3BX500,39931000006117.0,40733004.0,492755015.0,Oth streptococcus/cause/diseases classified/oth chapters
623,bacterial URTI,Vincent's tonsillitis,AA1z-2,AA1z.12,348206016.0,232417005.0,348206016.0,Vincent's tonsillitis
