,Condition,MedCodeId,SnomedCTConceptId,SnomedCTDescriptionId,OriginalReadCode,CleansedReadCode,Term
310,Respiratory failure,317954010.0,409622000.0,2471399010.0,R2y1,R2y1.00,[D]Respiratory failure
311,Respiratory failure,317957015.0,409622000.0,2471399010.0,R2y1z,R2y1z00,[D]Respiratory failure NOS
313,Chronic ulcer of the skin,254880016.0,163634008.0,254880016.0,2924,2924.00,O/E - trophic skin ulceration
314,Chronic ulcer of the skin,255854010.0,46742003.0,77912013.0,2FF,2FF..00,O/E - skin ulcer
315,Chronic ulcer of the skin,255856012.0,164397002.0,255856012.0,2FF2,2FF2.00,O/E - skin ulcer present
316,Chronic ulcer of the skin,255857015.0,46742003.0,77912013.0,2FFZ,2FFZ.00,O/E - skin ulcer NOS
317,Chronic ulcer of the skin,261398014.0,168307001.0,261398014.0,4JG3,4JG3.00,Skin ulcer swab taken
318,Chronic ulcer of the skin,1864241000006110.0,1864241000006106.0,1864241000006110.0,EMISREQ|4JG3.,4JG3.00,Test request : Skin ulcer swab taken
319,Chronic ulcer of the skin,275047016.0,302434002.0,444109012.0,7G2E5,7G2E500,Dressing of skin ulcer
320,Chronic ulcer of the skin,456401011.0,312647006.0,456401011.0,7G2EA,7G2EA00,Two layer compression bandage for skin ulcer
321,Chronic ulcer of the skin,456402016.0,312648001.0,456402016.0,7G2EB,7G2EB00,Four layer compression bandaging for skin ulcer
322,Chronic ulcer of the skin,458425010.0,314129003.0,458425010.0,7G2EC,7G2EC00,Three layer compression bandage for skin ulcer
324,Chronic ulcer of the skin,1783736011.0,400086005.0,1783736011.0,A056,A056.00,Amoebic skin ulceration
330,Chronic ulcer of the skin,5466011.0,2622007.0,5466011.0,M07z-2,M07z.12,Infected skin ulcer
331,Chronic ulcer of the skin,308932015.0,95320005.0,157887011.0,M22,M22..00,Dermatosis
332,Chronic ulcer of the skin,479493015.0,19429009.0,479493015.0,M27,M27..00,Chronic skin ulcer
333,Chronic ulcer of the skin,608941000006119.0,399912005.0,1787031010.0,M270,M270.00,Pressure ulcer
334,Chronic ulcer of the skin,1787140012.0,399912005.0,1787031010.0,M270-1,M270.11,Bed sore
335,Chronic ulcer of the skin,1628013.0,324007.0,1628013.0,M270-2,M270.12,Plaster ulcer
336,Chronic ulcer of the skin,1779199011.0,399912005.0,1779199011.0,M270-3,M270.13,Pressure sore
337,Chronic ulcer of the skin,1816831000006112.0,399912005.0,1787031010.0,M270-4,M270.14,Decubitus ulcer and pressure area
338,Chronic ulcer of the skin,1647721000000110.0,446261004.0,2883380010.0,M2700,M270000,Hospital acquired pressure ulcer
339,Chronic ulcer of the skin,1647741000000115.0,446262006.0,2883911013.0,M2701,M270100,Nursing home acquired pressure ulcer
340,Chronic ulcer of the skin,1647761000000119.0,447471009.0,2883282017.0,M2702,M270200,Community hospital acquired pressure ulcer
341,Chronic ulcer of the skin,1647781000000111.0,446260003.0,2883283010.0,M2703,M270300,Hospice acquired pressure ulcer
342,Chronic ulcer of the skin,1816841000006119.0,376951000000105.0,741781000000112.0,M2704,M270400,Stage I decubitus ulcer and pressure area
343,Chronic ulcer of the skin,1816851000006117.0,376961000000108.0,741801000000113.0,M2705,M270500,Stage II decubitus ulcer
344,Chronic ulcer of the skin,1816861000006115.0,376971000000101.0,741821000000116.0,M2706,M270600,Stage III decubitus ulcer
345,Chronic ulcer of the skin,1816871000006110.0,376981000000104.0,741841000000111.0,M2707,M270700,Stage IV decubitus ulcer
346,Chronic ulcer of the skin,1816881000006113.0,399912005.0,1787031010.0,M270z,M270z00,Decubitus ulcer and pressure area NOS
347,Chronic ulcer of the skin,399941017.0,267816005.0,399941017.0,M271,M271.00,Non-pressure ulcer lower limb
348,Chronic ulcer of the skin,512081010.0,95345008.0,512081010.0,M271-1,M271.11,Foot ulcer
350,Chronic ulcer of the skin,357890015.0,95344007.0,512080011.0,M271-3,M271.13,Leg ulcer
351,Chronic ulcer of the skin,486094011.0,35222003.0,486094011.0,M271-4,M271.14,Neurogenic leg ulcer
352,Chronic ulcer of the skin,88521000006110.0,35222003.0,486092010.0,M271-5,M271.15,Trophic leg ulcer
355,Chronic ulcer of the skin,66891000006111.0,402863005.0,1781953019.0,M2715,M271500,Venous ulcer of leg
356,Chronic ulcer of the skin,309185018.0,201256000.0,309185018.0,M2716,M271600,Traumatic leg ulcer
358,Chronic ulcer of the skin,77910017.0,46742003.0,77912013.0,M272,M272.00,Skin ulcer
359,Chronic ulcer of the skin,2152971000000114.0,828001000000105.0,2152971000000114.0,M273,M273.00,Non-healing leg ulcer
360,Chronic ulcer of the skin,2153151000000114.0,828101000000106.0,2153151000000114.0,M274,M274.00,Recurrent leg ulcer
361,Chronic ulcer of the skin,309187014.0,19429009.0,32731010.0,M27y,M27y.00,Chronic ulcer of skin
362,Chronic ulcer of the skin,309188016.0,19429009.0,479493015.0,M27z,M27z.00,Chronic skin ulcer NOS
363,Chronic ulcer of the skin,1219787019.0,11263005.0,1219787019.0,M2y0,M2y0.00,Vascular disorders of skin
364,Chronic ulcer of the skin,7237551000006115.0,440461005.0,2790977018.0,,,Skin ulcer care
365,Chronic ulcer of the skin,275047016.0,302434002.0,444109012.0,7G2E5,7G2E500,Dressing of skin ulcer
366,"Thrombocytopaenia - primary, secondary and other",1227080015.0,302215000.0,1227080015.0,42P2,42P2.00,Thrombocytopenia
367,"Thrombocytopaenia - primary, secondary and other",1490557013.0,128091003.0,194685017.0,42P2-1,42P2.11,Autoimmune thrombocytopenia
368,"Thrombocytopaenia - primary, secondary and other",2159799011.0,1003111000000109.0,2585401000000118.0,42P8,42P8.00,Heparin induced thrombocytopenia screening test
369,"Thrombocytopaenia - primary, secondary and other",53821000006111.0,36070007.0,60191017.0,C3912,C391200,Wiskott-Aldrich syndrome
371,"Thrombocytopaenia - primary, secondary and other",399233010.0,267534000.0,399233010.0,D313,D313.00,Primary thrombocytopenia
372,"Thrombocytopaenia - primary, secondary and other",649701000006117.0,302873008.0,444860010.0,D313-1,D313.11,Evan's syndrome
373,"Thrombocytopaenia - primary, secondary and other",786681000006113.0,32273002.0,53913017.0,D313-2,D313.12,Idiopathic thrombocytopenic purpura
374,"Thrombocytopaenia - primary, secondary and other",786601000006116.0,32273002.0,53913017.0,D313-3,D313.13,Idiopathic purpura
375,"Thrombocytopaenia - primary, secondary and other",473369018.0,302873008.0,444860010.0,D313-4,D313.14,Megakaryocytic hypoplasia
376,"Thrombocytopaenia - primary, secondary and other",444860010.0,302873008.0,444860010.0,D313-5,D313.15,Thrombocytopenic purpura
377,"Thrombocytopaenia - primary, secondary and other",53913017.0,32273002.0,53913017.0,D3130,D313000,Idiopathic thrombocytopenic purpura
378,"Thrombocytopaenia - primary, secondary and other",53918014.0,32273002.0,53913017.0,D3130-1,D313011,Idiopathic purpura
379,"Thrombocytopaenia - primary, secondary and other",758831000006117.0,32273002.0,3452119018.0,D3130-2,D313012,ITP - idiopathic thrombocytopenic purpura
382,"Thrombocytopaenia - primary, secondary and other",294375012.0,302215000.0,443796011.0,D3133,D313300,[X]Essential thrombocytopenia NOS
383,"Thrombocytopaenia - primary, secondary and other",294376013.0,302873008.0,444860010.0,D313y,D313y00,Other specified primary thrombocytopenia
384,"Thrombocytopaenia - primary, secondary and other",399235015.0,267534000.0,399233010.0,D313z,D313z00,Primary thrombocytopenia NOS
385,"Thrombocytopaenia - primary, secondary and other",351315014.0,267534000.0,399233010.0,D313z-1,D313z11,Essential thrombocytopenia NOS
386,"Thrombocytopaenia - primary, secondary and other",123869011.0,154826009.0,240835016.0,D314,D314.00,Secondary thrombocytopenia
387,"Thrombocytopaenia - primary, secondary and other",450586010.0,307342006.0,450586010.0,D3140-1,D314011,Thrombocytopenia due to massive blood transfusion
388,"Thrombocytopaenia - primary, secondary and other",294383018.0,191322006.0,294383018.0,D3141,D314100,Thrombocytopenia due to drugs
389,"Thrombocytopaenia - primary, secondary and other",1887321000006117.0,73397007.0,121892018.0,D3143,D314300,Heparin-induced thrombocytopenia
390,"Thrombocytopaenia - primary, secondary and other",294385013.0,74576004.0,123868015.0,D314y,D314y00,Other specified secondary thrombocytopenia
391,"Thrombocytopaenia - primary, secondary and other",399236019.0,74576004.0,123868015.0,D314z,D314z00,Secondary thrombocytopenia NOS
392,"Thrombocytopaenia - primary, secondary and other",294389019.0,302215000.0,1227080015.0,D315,D315.00,Thrombocytopenia NOS
393,"Thrombocytopaenia - primary, secondary and other",294614011.0,267534000.0,399233010.0,Dyu32,Dyu3200,[X]Other primary thrombocytopenia
394,"Thrombocytopaenia - primary, secondary and other",129661016.0,78129009.0,129661016.0,G7561,G756100,Thrombotic thrombocytopenic purpura
396,Urolithiasis,12699010.0,7093002.0,12699010.0,1A52,1A52.00,Renal colic
397,Urolithiasis,176671000006112.0,7093002.0,12699010.0,1A52-1,1A52.11,"Renal colic, symptom"
398,Urolithiasis,261016018.0,168041003.0,261016018.0,4G4,4G4..00,O/E: renal calculus
399,Urolithiasis,261017010.0,168041003.0,261017010.0,4G4-1,4G4..11,O/E: kidney stone
400,Urolithiasis,261018017.0,168042005.0,261018017.0,4G41,4G41.00,O/E: oxalate renal calculus
401,Urolithiasis,404562010.0,269914004.0,404562010.0,4G42,4G42.00,O/E: phosphate -staghorn-stone
402,Urolithiasis,411861016.0,275893001.0,411861016.0,4G42-1,4G42.11,Phosphate kidney stone
403,Urolithiasis,261022010.0,168044006.0,261022010.0,4G43,4G43.00,O/E: uric acid renal calculus
404,Urolithiasis,261023017.0,168045007.0,261023017.0,4G44,4G44.00,O/E: cystine renal calculus
405,Urolithiasis,261024011.0,168041003.0,261017010.0,4G4Z,4G4Z.00,O/E: renal stone NOS
406,Urolithiasis,261029018.0,168051002.0,261029018.0,4G6,4G6..00,O/E - ureteric calculus
407,Urolithiasis,261030011.0,168052009.0,261030011.0,4G7,4G7..00,O/E - urethral calculus
408,Urolithiasis,261031010.0,168053004.0,261031010.0,4G8,4G8..00,O/E - bladder calculus
409,Urolithiasis,404563017.0,269915003.0,404563017.0,4G81,4G81.00,O/E - vesical oxalate calculus
410,Urolithiasis,406706014.0,271778003.0,406706014.0,4G81-1,4G81.11,Oxalate bladder stone
411,Urolithiasis,404564011.0,269916002.0,404564011.0,4G82,4G82.00,O/E-vesical uric acid calculus
412,Urolithiasis,406707017.0,271779006.0,406707017.0,4G82-1,4G82.11,Uric acid bladder stone
413,Urolithiasis,404565012.0,269917006.0,404565012.0,4G83,4G83.00,O/E-vesical phosphate calculus
414,Urolithiasis,406708010.0,271780009.0,406708010.0,4G83-1,4G83.11,Phosphate bladder stone
415,Urolithiasis,261042018.0,168053004.0,261031010.0,4G8Z,4G8Z.00,O/E - bladder calculus NOS
416,Urolithiasis,272375016.0,287734006.0,427287019.0,7B050,7B05000,Nephrotomy with calculus removal
417,Urolithiasis,239331000006111.0,386200002.0,1491474016.0,7B07,7B07.00,Percutaneous nephrolithotomy
418,Urolithiasis,678201000006116.0,386200002.0,1491474016.0,7B07-1,7B07.11,Nephroscopic percutaneous lithotripsy of renal calculus
419,Urolithiasis,239211000006114.0,386198008.0,1491473010.0,7B07-2,7B07.12,PCL - Percutaneous lithotripsy of renal calculus
420,Urolithiasis,272394014.0,175951002.0,272394014.0,7B070,7B07000,Nephroscopy and ultrasound lithotripsy of renal calculus
421,Urolithiasis,272393015.0,175951002.0,272393015.0,7B070-1,7B07011,Endoscopic ultrasound fragmentation of renal calculus
422,Urolithiasis,677391000006118.0,175952009.0,272395010.0,7B071,7B07100,Nephroscopy and electrohydraulic lithotripsy of renal calculus
423,Urolithiasis,677411000006118.0,175953004.0,272396011.0,7B072,7B07200,Nephroscopy and laser lithotripsy of renal calculus
424,Urolithiasis,272396011.0,175953004.0,272396011.0,7B072-1,7B07211,Endoscopic laser fragmentation of renal calculus
425,Urolithiasis,1488616013.0,450516001.0,2915897018.0,7B074,7B07400,Endoscopic extraction of calculus of kidney
426,Urolithiasis,272399016.0,386200002.0,1480380019.0,7B07y,7B07y00,Other specified percutaneous renal stone surgery
427,Urolithiasis,272400011.0,386200002.0,1480380019.0,7B07z,7B07z00,Percutaneous renal stone surgery NOS
428,Urolithiasis,481900014.0,393072009.0,1487042014.0,7B0B,7B0B.00,Extracorporeal shockwave lithotripsy for renal calculus
429,Urolithiasis,481901013.0,393072009.0,1487042014.0,7B0B-1,7B0B.11,Extracorporeal fragmentation of renal calculus
430,Urolithiasis,649111000006118.0,393072009.0,1487042014.0,7B0B0,7B0B000,ESWL for renal calculus of unspecified size
431,Urolithiasis,649101000006116.0,175977005.0,272434012.0,7B0B1,7B0B100,Extracorporeal shockwave lithotripsy for renal calculus less than 2 cm in diameter
432,Urolithiasis,649091000006110.0,175978000.0,272436014.0,7B0B2,7B0B200,Extracorporeal shockwave treatment for renal calculus of 2 cm or more in diameter
433,Urolithiasis,659701000006115.0,393072009.0,1487042014.0,7B0By,7B0By00,Extracorporeal shockwave lithotripsy for renal calculus OS
434,Urolithiasis,272438010.0,393072009.0,1487042014.0,7B0Bz,7B0Bz00,Extracorporeal shockwave lithotripsy for renal calculus NOS
435,Urolithiasis,678191000006119.0,176050007.0,272542011.0,7B170,7B17000,Nephroscopic laser lithotripsy of ureteric calculus
436,Urolithiasis,272542011.0,176050007.0,272542011.0,7B170-1,7B17011,Nephroscopic laser fragmentation of ureteric calculus
437,Urolithiasis,272543018.0,236172004.0,354018019.0,7B171,7B17100,Other nephroscopic fragmentation of ureteric calculus
438,Urolithiasis,1221571017.0,236172004.0,354018019.0,7B171-1,7B17111,Nephroscopic lithotripsy of ureteric calculus
439,Urolithiasis,678161000006110.0,176052004.0,272544012.0,7B172,7B17200,Nephroscopic extraction of ureteric calculus
440,Urolithiasis,73521000006110.0,297932004.0,438520013.0,7B18,7B18.00,Ureteroscopic operation for ureteric calculus
441,Urolithiasis,272556013.0,176058000.0,272556013.0,7B180,7B18000,Ureteroscopic laser lithotripsy of ureteric calculus
442,Urolithiasis,272557016.0,176058000.0,272557016.0,7B180-1,7B18011,Ureteroscopic laser fragmentation of ureteric calculus
443,Urolithiasis,272558014.0,236179008.0,354032017.0,7B181,7B18100,Ureteroscopic fragmentation of ureteric calculus
444,Urolithiasis,73491000006113.0,265561004.0,394380019.0,7B182,7B18200,Ureteroscopic removal of ureteric calculus
445,Urolithiasis,607041000006119.0,176063001.0,272562015.0,7B19,7B19.00,Cystoscopic removal of ureteric calculus
446,Urolithiasis,272563013.0,176064007.0,272563013.0,7B190,7B19000,Cystoscopic laser lithotripsy of ureteric calculus
447,Urolithiasis,272564019.0,236190003.0,354044019.0,7B191,7B19100,Other cystoscopic fragmentation of ureteric calculus
448,Urolithiasis,394381015.0,265562006.0,394381015.0,7B192,7B19200,Cystoscopic extraction of ureteric calculus
449,Urolithiasis,503901000006116.0,302361003.0,444002018.0,7B192-1,7B19211,Basket extraction of ureteric calculus
450,Urolithiasis,444002018.0,302361003.0,444002018.0,7B192-2,7B19212,Dormia basket extraction of ureteric calculus
451,Urolithiasis,272569012.0,176067000.0,272569012.0,7B193,7B19300,Cystoscopic catheter drainage for ureteric calculus
452,Urolithiasis,272571012.0,176068005.0,272571012.0,7B194,7B19400,Cystoscopic dilation of ureter for drainage of calculus
453,Urolithiasis,272572017.0,176063001.0,272562015.0,7B19y,7B19y00,Other specified cystoscopic removal of ureteric calculus
454,Urolithiasis,272573010.0,795181000000104.0,1777501000000117.0,7B19z,7B19z00,Cystoscopic removal of ureteric calculus
455,Urolithiasis,480263010.0,20042009.0,480263010.0,7B1C,7B1C.00,Extracorporeal shockwave lithotripsy of ureteric calculus
456,Urolithiasis,659581000006117.0,20042009.0,33733018.0,7B1C0,7B1C000,Extracorporeal shockwave lithotripsy of ureter
458,Urolithiasis,272605010.0,176092002.0,272605010.0,7B1C2,7B1C200,Extracorporeal shockwave lithotripsy for stone in mid-ureter
459,Urolithiasis,659741000006118.0,176093007.0,272606011.0,7B1C3,7B1C300,Extracorporeal shockwave lithotripsy for stone in lower ureter
460,Urolithiasis,659731000006111.0,20042009.0,33733018.0,7B1Cy,7B1Cy00,Extracorporeal shockwave lithotripsy of ureteric calculus OS
461,Urolithiasis,659751000006116.0,20042009.0,33733018.0,7B1Cz,7B1Cz00,Extracorporeal shockwave lithotripsy ureteric calculus NOS
462,Urolithiasis,490291000000113.0,284301000000102.0,490291000000113.0,7B1F0,7B1F000,Endoscopic extraction of calculus of urinary diversion
463,Urolithiasis,1490829012.0,370984003.0,1490829012.0,7B250,7B25000,Open removal of bladder calculus
464,Urolithiasis,272732012.0,287712009.0,427262014.0,7B291,7B29100,Other endoscopic extraction of bladder calculus
465,Urolithiasis,453179011.0,309708008.0,453179011.0,7B294,7B29400,Electrokinetic lithotripsy of bladder calculus
466,Urolithiasis,272768019.0,176194004.0,272768019.0,7B2B4,7B2B400,Removal of bladder calculus by urethral catheter suction
467,Urolithiasis,480970019.0,21272003.0,480970019.0,7B423,7B42300,Open urethrotomy and removal of calculus
468,Urolithiasis,368981000000111.0,21272003.0,758741000000110.0,7B424,7B42400,Open extraction of calculus from urethra
469,Urolithiasis,459826012.0,315318003.0,459826012.0,7B439,7B43900,Endoscopic removal of urethral calculus
470,Urolithiasis,398876010.0,274401005.0,3036817010.0,C3411,C341100,Uric acid nephrolithiasis
471,Urolithiasis,177221000006111.0,274401005.0,410199019.0,C3411-1,C341111,Uric acid renal calculus
472,Urolithiasis,39884018.0,23754003.0,39884018.0,K1006,K100600,Calculous pyelonephritis
473,Urolithiasis,304094012.0,736640009.0,3520573015.0,K112,K112.00,Hydronephrosis co-occurrent and due to calculus of kidney and ureter
474,Urolithiasis,396716015.0,266556005.0,396716015.0,K12,K12..00,Calculus of kidney and ureter
475,Urolithiasis,512195010.0,95570007.0,512195010.0,K12-1,K12..11,Kidney calculus
476,Urolithiasis,1229051019.0,95566004.0,158289015.0,K12-2,K12..12,Urinary calculus
477,Urolithiasis,512193015.0,95570007.0,512193015.0,K120,K120.00,Calculus of kidney
478,Urolithiasis,354793016.0,95570007.0,512194014.0,K120-1,K120.11,Nephrolithiasis
479,Urolithiasis,158299013.0,95570007.0,158299013.0,K120-2,K120.12,Renal calculus
480,Urolithiasis,158297010.0,95570007.0,158297010.0,K120-3,K120.13,Renal stone
481,Urolithiasis,304112014.0,197794008.0,304112014.0,K1200,K120000,Staghorn calculus
482,Urolithiasis,304113016.0,95570007.0,158299013.0,K120z,K120z00,Renal calculus NOS
483,Urolithiasis,484765012.0,31054009.0,484765012.0,K121,K121.00,Calculus of ureter
484,Urolithiasis,51972013.0,31054009.0,51972013.0,K121-1,K121.11,Ureteric calculus
485,Urolithiasis,51969018.0,31054009.0,51969018.0,K121-2,K121.12,Ureteric stone
486,Urolithiasis,51973015.0,31054009.0,51973015.0,K121-3,K121.13,Ureterolithiasis
487,Urolithiasis,396715016.0,266556005.0,396715016.0,K122,K122.00,Calculus of kidney with calculus of ureter
488,Urolithiasis,304115011.0,95566004.0,158289015.0,K12z,K12z.00,Urinary calculus NOS
489,Urolithiasis,2478855015.0,79509009.0,2478855015.0,K14,K14..00,Lower urinary tract calculus
490,Urolithiasis,117365011.0,70650003.0,117365011.0,K140,K140.00,Bladder calculus
491,Urolithiasis,117363016.0,70650003.0,117363016.0,K140-1,K140.11,Bladder stone
492,Urolithiasis,30590019.0,18109005.0,1221671010.0,K1400,K140000,Calculus in diverticulum of bladder
493,Urolithiasis,304172018.0,70650003.0,117361019.0,K1401,K140100,Other calculus in bladder
494,Urolithiasis,304173011.0,70650003.0,117365011.0,K140z,K140z00,Bladder calculus NOS
495,Urolithiasis,34208010.0,20342001.0,34208010.0,K141,K141.00,Calculus in urethra
496,Urolithiasis,304174017.0,79509009.0,131902017.0,K14y,K14y.00,Calculus of lower urinary tract
497,Urolithiasis,304175016.0,79509009.0,131902017.0,K14z,K14z.00,Lower urinary tract calculus NOS
498,Urolithiasis,304368014.0,197954003.0,304368014.0,K1A,K1A..00,Urinary calculus in schistosomiasis
499,Urolithiasis,431601000006114.0,95566004.0,158289015.0,Kyu3,Kyu3.00,Urolithiasis
500,Urolithiasis,305194016.0,95566004.0,158289015.0,Kyu30,Kyu3000,[X]Other lower urinary tract calculus
501,Urolithiasis,369131000006110.0,95566004.0,158289015.0,Kyu31,Kyu3100,[X]Calculus of urinary tract in other diseases CE
502,Urolithiasis,317507016.0,7093002.0,12699010.0,R080,R080.00,[D]Renal colic
503,Urolithiasis,317508014.0,7093002.0,12699010.0,R0800,R080000,"[D]Renal colic, unspecified"
504,Urolithiasis,317509018.0,17329003.0,478111016.0,R0801,R080100,[D]Ureteric colic
505,Urolithiasis,317510011.0,7093002.0,12699010.0,R080z,R080z00,[D]Renal colic NOS
506,Urticaria,272521000006113.0,164361006.0,255812012.0,2F8,2F8..00,O/E - weals present
507,Urticaria,255812012.0,164361006.0,255812012.0,2F82,2F82.00,O/E - weals present
508,Urticaria,255815014.0,164361006.0,255812012.0,2F8Z,2F8Z.00,O/E - weals NOS
509,Urticaria,18017016.0,10347006.0,18017016.0,M12A2,M12A200,Solar urticaria
510,Urticaria,81555016.0,126485001.0,81555016.0,M28,M28..00,Urticaria
511,Urticaria,63796016.0,40178009.0,63796016.0,M280,M280.00,Allergic urticaria
512,Urticaria,221431000000110.0,89322006.0,148117010.0,M280-1,M280.11,Drug-induced urticaria
513,Urticaria,70518019.0,42265009.0,70518019.0,M281,M281.00,Idiopathic urticaria
514,Urticaria,309192011.0,201261003.0,309192011.0,M282,M282.00,Urticaria due to cold and heat
515,Urticaria,502810013.0,74774004.0,502810013.0,M2820,M282000,Cold urticaria
516,Urticaria,103389013.0,62211002.0,103389013.0,M2821,M282100,Thermal urticaria
517,Urticaria,819121000006110.0,62211002.0,103389013.0,M2821-1,M282111,Heat urticaria
518,Urticaria,309193018.0,201261003.0,309192011.0,M282z,M282z00,Urticaria due to cold and heat NOS
519,Urticaria,13601014.0,7632005.0,503254015.0,M283,M283.00,Dermographic urticaria
520,Urticaria,13608015.0,402410006.0,1781553014.0,M283-1,M283.11,Factitial urticaria
521,Urticaria,85377012.0,51247001.0,85377012.0,M284,M284.00,Vibratory urticaria
522,Urticaria,121407011.0,73098005.0,121407011.0,M285,M285.00,Cholinergic urticaria
523,Urticaria,32639018.0,402305008.0,1781466012.0,M286,M286.00,Contact urticaria
524,Urticaria,13612014.0,402601007.0,1781718016.0,M287,M287.00,Physical urticaria
525,Urticaria,399942012.0,126485001.0,81555016.0,M28y,M28y.00,Other specified urticaria
526,Urticaria,106893016.0,126485001.0,81555016.0,M28y-1,M28y.11,Nettle rash
527,Urticaria,309203019.0,201268009.0,309203019.0,M28y0,M28y000,Urticaria geographica
528,Urticaria,309204013.0,201269001.0,309204013.0,M28y1,M28y100,Menstrual urticaria
529,Urticaria,71051000006113.0,123584008.0,192073011.0,M28y2,M28y200,Urticaria perstans
530,Urticaria,309206010.0,126485001.0,81555016.0,M28yz,M28yz00,Other specified urticaria NOS
531,Urticaria,399943019.0,126485001.0,81555016.0,M28z,M28z.00,Urticaria NOS
532,Urticaria,369546013.0,247472004.0,369546013.0,M28z-1,M28z.11,Hives
533,Urticaria,309337013.0,462821000000106.0,938921000000110.0,Myu4,Myu4.00,[X]Urticaria and erythema
534,Urticaria,309338015.0,126485001.0,81555016.0,Myu40,Myu4000,[X]Other urticaria
535,Urticaria,130662013.0,78745000.0,130662013.0,PH321,PH32100,Urticaria pigmentosa
536,Chronic Fatigue Syndrome,1.2717621000006114e+16,495791000000106.0,1093981000000119.0,^ESCT1271762,^ESCT1271762,[d]postviral (asthenic) syndrome
537,Chronic Fatigue Syndrome,854791000006116.0,854791000006100.0,854791000006116.0,EGTONMY1,EGTONMY1,myalgic encephalomyelitis
542,Chronic Fatigue Syndrome,677321000006115.0,78667006.0,130532011.0,E205,E205,Neurasthenia - nervous debility
543,Chronic Fatigue Syndrome,399841000006110.0,78667006.0,130532011.0,Eu460,Eu460,[X]Neurasthenia
544,Chronic Fatigue Syndrome,386731000006116.0,84229001.0,139690015.0,Eu460-1,Eu460-1,[X]Fatigue syndrome
545,Chronic Fatigue Syndrome,684221000006112.0,52702003.0,496413011.0,F03y-2,F03y-2,Myalgic encephalomyelitis
546,Chronic Fatigue Syndrome,87704019.0,52702003.0,87704019.0,F286,F286,Chronic fatigue syndrome
547,Chronic Fatigue Syndrome,496414017.0,52702003.0,496414017.0,F286-1,F286-1,CFS - Chronic fatigue syndrome
548,Chronic Fatigue Syndrome,496412018.0,51771007.0,86205014.0,F286-2,F286-2,Postviral fatigue syndrome
549,Chronic Fatigue Syndrome,195091000006116.0,51771007.0,86205014.0,F286-3,F286-3,PVFS - Postviral fatigue syn
550,Chronic Fatigue Syndrome,217451000006111.0,51771007.0,86205014.0,F286-4,F286-4,Post-viral fatigue syndrome
551,Chronic Fatigue Syndrome,496413011.0,52702003.0,496413011.0,F286-5,F286-5,Myalgic encephalomyelitis
552,Chronic Fatigue Syndrome,496410014.0,52702003.0,496410014.0,F286-6,F286-6,ME - Myalgic encephalomyelitis
553,Chronic Fatigue Syndrome,742341000000111.0,377181000000104.0,742341000000111.0,F2860,F2860,Mild chronic fatigue syndrome
554,Chronic Fatigue Syndrome,742321000000116.0,377171000000101.0,742321000000116.0,F2861,F2861,Moderate chronic fatigue syndrome
555,Chronic Fatigue Syndrome,742301000000113.0,377161000000108.0,742301000000113.0,F2862,F2862,Severe chronic fatigue syndrome
556,Chronic Fatigue Syndrome,709441000006113.0,203082005.0,311662010.0,N239,N239,Fibromyalgia
557,Chronic Fatigue Syndrome,311689017.0,56557000.0,94059016.0,N2401,N2401,Fibrositis unspecified
558,Chronic Fatigue Syndrome,311692018.0,203104007.0,311692018.0,N2405,N2405,Fibrositis of neck
559,Chronic Fatigue Syndrome,311693011.0,203105008.0,311693011.0,N2406,N2406,Fibrositis arm
560,Chronic Fatigue Syndrome,41386013.0,203082005.0,311662010.0,N248,N248,Fibromyalgia
561,Chronic Fatigue Syndrome,317068017.0,51771007.0,86205014.0,R0074,R0074,[D]Postviral (asthenic) syndrome
562,Chronic Fatigue Syndrome,301351000006117.0,51771007.0,86205014.0,R0074-1,R0074-1,[D]Post viral debility
565,Coeliac disease,1747701000006119.0,1747701000006103.0,1747701000006119.0,EMISNQCO84,EMISNQCO84,coeliac disease monitoring
566,Coeliac disease,1689381000000112.0,703970007.0,3011518017.0,6648,6648,Coeliac disease monitoring
571,Coeliac disease,1772803017.0,396331005.0,1772803017.0,J690,J690,Coeliac disease
572,Coeliac disease,411383013.0,275404008.0,411383013.0,J690-1,J690-1,Coeliac rickets
573,Coeliac disease,221181000000119.0,45259000.0,75457010.0,J690-2,J690-2,Gee - Herter disease
574,Coeliac disease,1785538011.0,396331005.0,1785538011.0,J690-3,J690-3,Gluten enteropathy
575,Coeliac disease,131661000006114.0,396331005.0,1772803017.0,J690-4,J690-4,Sprue - nontropical
576,Coeliac disease,125791000006113.0,66187002.0,500339013.0,J690-5,J690-5,Steatorrhea - idiopathic
578,Coeliac disease,303687018.0,197479008.0,303687018.0,J6901,J6901,Acquired coeliac disease
579,Coeliac disease,303690012.0,396331005.0,1772803017.0,J690z,J690z,Coeliac disease NOS
581,Obstructive and reflux uropathy,1.2489211000006116e+16,736640009.0,830021000006113.0,^ESCT1248921,^ESCT1248921,hydronephrosis with renal and ureteral calculous obstruction
582,Obstructive and reflux uropathy,71850014.0,43064006.0,71850014.0,K11,K11,Hydronephrosis
583,Obstructive and reflux uropathy,118091018.0,71110009.0,118091018.0,K110,K110,Hydrocalycosis
584,Obstructive and reflux uropathy,66749015.0,40068008.0,66749015.0,K111,K111,Hydroureteronephrosis
585,Obstructive and reflux uropathy,304094012.0,736640009.0,3520573015.0,K112,K112,Hydronephrosis with renal and ureteral calculous obstruction
